full_text,Case Folding,cleaning,Tokenize,Negation_Handling,Negation_Changes,text_clean,translated_text,subjektivitas,polaritas,sentimen,sentiment
Pendapat tolol macam ini akan sia2 dg pelantikan 02 dan saat pertemuan internasional antar kepala negara yg hadir Presiden Republik Indonesia Prabowo Subianto ,pendapat tolol macam ini akan sia2 dg pelantikan 02 dan saat pertemuan internasional antar kepala negara yg hadir presiden republik indonesia prabowo subianto ,pendapat tolol macam ini akan sia dg pelantikan dan saat pertemuan internasional antar kepala negara yg hadir presiden republik indonesia prabowo subianto,"['pendapat', 'tolol', 'macam', 'ini', 'akan', 'sia', 'dg', 'pelantikan', 'dan', 'saat', 'pertemuan', 'internasional', 'antar', 'kepala', 'negara', 'yg', 'hadir', 'presiden', 'republik', 'indonesia', 'prabowo', 'subianto']","['pendapat', 'tolol', 'macam', 'ini', 'akan', 'sia', 'dg', 'pelantikan', 'dan', 'saat', 'pertemuan', 'internasional', 'antar', 'kepala', 'negara', 'yg', 'hadir', 'presiden', 'republik', 'indonesia', 'prabowo', 'subianto']",,pendapat tolol macam ini akan sia dg pelantikan dan saat pertemuan internasional antar kepala negara yg hadir presiden republik indonesia prabowo subianto,"This kind of stupid opinion will be in vain at the inauguration and at international meetings between heads of state who are present, the President of the Republic of Indonesia, Prabowo Subianto.",0.475,-0.04999999999999999,negatif,0
@EL_Mascotte Wajib kawal 96 spi Pelantikan @prabowo-gibran presiden &amp; wapres bln Oktober 2024(fix) ,@el_mascotte wajib kawal 96 spi pelantikan @prabowo-gibran presiden &amp; wapres bln oktober 2024(fix) ,wajib kawal spi pelantikan presiden amp wapres bln oktober fix,"['wajib', 'kawal', 'spi', 'pelantikan', 'presiden', 'amp', 'wapres', 'bln', 'oktober', 'fix']","['wajib', 'kawal', 'spi', 'pelantikan', 'presiden', 'amp', 'wapres', 'bln', 'oktober', 'fix']",,wajib kawal spi pelantikan presiden amp wapres bln oktober fix,"Must guard the presidential and vice presidential inauguration spi in October, fix",0.0,0.0,netral,2
 @tham878 Partai dan capres yg kalah dg nilai memalukan ...akan mendukung keributan2 pemilu.. smp pelantikan Presiden Prabowo @prabowo @gibran_tweet @PDI_Perjuangan @Gerindra @ganjarpranowo @aniesbaswedan Percayalah...???????????? , @tham878 partai dan capres yg kalah dg nilai memalukan ...akan mendukung keributan2 pemilu.. smp pelantikan presiden prabowo @prabowo @gibran_tweet @pdi_perjuangan @gerindra @ganjarpranowo @aniesbaswedan percayalah...???????????? ,partai dan capres yg kalah dg nilai memalukan akan mendukung keributan pemilu smp pelantikan presiden prabowo percayalah ?,"['partai', 'dan', 'capres', 'yg', 'kalah', 'dg', 'nilai', 'memalukan', 'akan', 'mendukung', 'keributan', 'pemilu', 'smp', 'pelantikan', 'presiden', 'prabowo', 'percayalah', '?']","['partai', 'dan', 'capres', 'yg', 'kalah', 'dg', 'nilai', 'memalukan', 'akan', 'mendukung', 'keributan', 'pemilu', 'smp', 'pelantikan', 'presiden', 'prabowo', 'percayalah', '?']",,partai dan capres yg kalah dg nilai memalukan akan mendukung keributan pemilu smp pelantikan presiden prabowo percayalah ?,"Parties and presidential candidates who lose embarrassingly will support the chaos of the middle election until the inauguration of President Prabowo, believe me?",0.0,0.0,netral,2
Muluskan Bantuan Indonesia ke Gaza via Udara Netizen Tak Sabar Pelantikan Prabowo Gibran sebagai Presiden dan Wakil Presiden. ,muluskan bantuan indonesia ke gaza via udara netizen tak sabar pelantikan prabowo gibran sebagai presiden dan wakil presiden. ,muluskan bantuan indonesia ke gaza via udara netizen tak sabar pelantikan prabowo gibran sebagai presiden dan wakil presiden,"['muluskan', 'bantuan', 'indonesia', 'ke', 'gaza', 'via', 'udara', 'netizen', 'tak', 'sabar', 'pelantikan', 'prabowo', 'gibran', 'sebagai', 'presiden', 'dan', 'wakil', 'presiden']","['muluskan', 'bantuan', 'indonesia', 'ke', 'gaza', 'via', 'udara', 'netizen', 'tak_sabar', 'pelantikan', 'prabowo', 'gibran', 'sebagai', 'presiden', 'dan', 'wakil', 'presiden']","[(['tak', 'sabar'], 'tak_sabar'), (['sabar', 'pelantikan'], 'pelantikan'), (['pelantikan', 'prabowo'], 'prabowo'), (['prabowo', 'gibran'], 'gibran'), (['gibran', 'sebagai'], 'sebagai'), (['sebagai', 'presiden'], 'presiden'), (['presiden', 'dan'], 'dan'), (['dan', 'wakil'], 'wakil'), (['wakil', 'presiden'], 'presiden')]",muluskan bantuan indonesia ke gaza via udara netizen tak_sabar pelantikan prabowo gibran sebagai presiden dan wakil presiden,smooth Indonesian aid to Gaza via air. Netizens can't wait for Prabowo Gibran's inauguration as president and vice president,0.5,0.4,positif,1
 @Tjel0up Betul termasuk anda maka jangan terlalu berlebihan entar ngak sempat ngeliat Pelantikan di Televisi apalagi langsung. Kan kecewa jadinya bisasa aja kecuali prabowo Presiden kelompok anda saja , @tjel0up betul termasuk anda maka jangan terlalu berlebihan entar ngak sempat ngeliat pelantikan di televisi apalagi langsung. kan kecewa jadinya bisasa aja kecuali prabowo presiden kelompok anda saja ,betul termasuk anda maka jangan terlalu berlebihan entar ngak sempat ngeliat pelantikan di televisi apalagi langsung kan kecewa jadinya bisasa aja kecuali prabowo presiden kelompok anda saja,"['betul', 'termasuk', 'anda', 'maka', 'jangan', 'terlalu', 'berlebihan', 'entar', 'ngak', 'sempat', 'ngeliat', 'pelantikan', 'di', 'televisi', 'apalagi', 'langsung', 'kan', 'kecewa', 'jadinya', 'bisasa', 'aja', 'kecuali', 'prabowo', 'presiden', 'kelompok', 'anda', 'saja']","['betul', 'termasuk', 'anda', 'maka', 'jangan_terlalu', 'berlebihan', 'entar', 'ngak', 'sempat', 'ngeliat', 'pelantikan', 'di', 'televisi', 'apalagi', 'langsung', 'kan', 'kecewa', 'jadinya', 'bisasa', 'aja', 'kecuali', 'prabowo', 'presiden', 'kelompok', 'anda', 'saja']","[(['jangan', 'terlalu'], 'jangan_terlalu'), (['terlalu', 'berlebihan'], 'berlebihan'), (['berlebihan', 'entar'], 'entar'), (['entar', 'ngak'], 'ngak'), (['ngak', 'sempat'], 'sempat'), (['sempat', 'ngeliat'], 'ngeliat'), (['ngeliat', 'pelantikan'], 'pelantikan'), (['pelantikan', 'di'], 'di'), (['di', 'televisi'], 'televisi'), (['televisi', 'apalagi'], 'apalagi'), (['apalagi', 'langsung'], 'langsung'), (['langsung', 'kan'], 'kan'), (['kan', 'kecewa'], 'kecewa'), (['kecewa', 'jadinya'], 'jadinya'), (['jadinya', 'bisasa'], 'bisasa'), (['bisasa', 'aja'], 'aja'), (['aja', 'kecuali'], 'kecuali'), (['kecuali', 'prabowo'], 'prabowo'), (['prabowo', 'presiden'], 'presiden'), (['presiden', 'kelompok'], 'kelompok'), (['kelompok', 'anda'], 'anda'), (['anda', 'saja'], 'saja')]",betul termasuk anda maka jangan_terlalu berlebihan entar ngak sempat ngeliat pelantikan di televisi apalagi langsung kan kecewa jadinya bisasa aja kecuali prabowo presiden kelompok anda saja,"That's right, including you, don't overdo it or you won't have time to see the inauguration on television, let alone be immediately disappointed, maybe unless Prabowo is the president of your group.",0.6428571428571428,-0.23214285714285715,negatif,0
SELAMAT HARI RAYA IDUL FITRI UNTUK SEMUA PEJUANG 02 UNTUK YG 03 DAN 01 DAK SEMPAT LEBARAN YA SIBUK BUAT JUDUL FITNAH KECURANGAN OKTOBER KITA RAYAKAN PELANTIKAN PRESIDEN KITA PRABOWO GIBRAN YG MAU GIBRAN TIDAK DI LANTIK ... DASAR TOLOL NO DRAMA ,selamat hari raya idul fitri untuk semua pejuang 02 untuk yg 03 dan 01 dak sempat lebaran ya sibuk buat judul fitnah kecurangan oktober kita rayakan pelantikan presiden kita prabowo gibran yg mau gibran tidak di lantik ... dasar tolol no drama ,selamat hari raya idul fitri untuk semua pejuang untuk yg dan dak sempat lebaran ya sibuk buat judul fitnah kecurangan oktober kita rayakan pelantikan presiden kita prabowo gibran yg mau gibran tidak di lantik dasar tolol no drama,"['selamat', 'hari', 'raya', 'idul', 'fitri', 'untuk', 'semua', 'pejuang', 'untuk', 'yg', 'dan', 'dak', 'sempat', 'lebaran', 'ya', 'sibuk', 'buat', 'judul', 'fitnah', 'kecurangan', 'oktober', 'kita', 'rayakan', 'pelantikan', 'presiden', 'kita', 'prabowo', 'gibran', 'yg', 'mau', 'gibran', 'tidak', 'di', 'lantik', 'dasar', 'tolol', 'no', 'drama']","['selamat', 'hari', 'raya', 'idul', 'fitri', 'untuk', 'semua', 'pejuang', 'untuk', 'yg', 'dan', 'dak', 'sempat', 'lebaran', 'ya', 'sibuk', 'buat', 'judul', 'fitnah', 'kecurangan', 'oktober', 'kita', 'rayakan', 'pelantikan', 'presiden', 'kita', 'prabowo', 'gibran', 'yg', 'mau', 'gibran', 'tidak_di', 'lantik', 'dasar', 'tolol', 'no', 'drama']","[(['tidak', 'di'], 'tidak_di'), (['di', 'lantik'], 'lantik'), (['lantik', 'dasar'], 'dasar'), (['dasar', 'tolol'], 'tolol'), (['tolol', 'no'], 'no'), (['no', 'drama'], 'drama')]",selamat hari raya idul fitri untuk semua pejuang untuk yg dan dak sempat lebaran ya sibuk buat judul fitnah kecurangan oktober kita rayakan pelantikan presiden kita prabowo gibran yg mau gibran tidak_di lantik dasar tolol no drama,"Happy Eid al-Fitr to all fighters for those who don't have time for Eid, so busy writing slanderous headlines about cheating in October, we celebrate the inauguration of our president, Prabowo Gibran, who wants Gibran not to be inaugurated, you idiot, no drama",0.55,0.07500000000000001,positif,1
Andaikan diputuskan oleh MK Prabowo dilantik tgl 20 Oktober 2024 sbg Presiden RI Dan Gibran tidak dilantik Kira kira ya Apa kata Presiden Jokowi ?? Apakah Presiden Jokowi akan hadiri pelantikan Presiden Prabowo ??,andaikan diputuskan oleh mk prabowo dilantik tgl 20 oktober 2024 sbg presiden ri dan gibran tidak dilantik kira kira ya apa kata presiden jokowi ?? apakah presiden jokowi akan hadiri pelantikan presiden prabowo ??,andaikan diputuskan oleh mk prabowo dilantik tgl oktober sbg presiden ri dan gibran tidak dilantik kira kira ya apa kata presiden jokowi ?? apakah presiden jokowi akan hadiri pelantikan presiden prabowo ??,"['andaikan', 'diputuskan', 'oleh', 'mk', 'prabowo', 'dilantik', 'tgl', 'oktober', 'sbg', 'presiden', 'ri', 'dan', 'gibran', 'tidak', 'dilantik', 'kira', 'kira', 'ya', 'apa', 'kata', 'presiden', 'jokowi', '?', '?', 'apakah', 'presiden', 'jokowi', 'akan', 'hadiri', 'pelantikan', 'presiden', 'prabowo', '?', '?']","['andaikan', 'diputuskan', 'oleh', 'mk', 'prabowo', 'dilantik', 'tgl', 'oktober', 'sbg', 'presiden', 'ri', 'dan', 'gibran', 'tidak_dilantik', 'kira', 'kira', 'ya', 'apa', 'kata', 'presiden', 'jokowi', '?', '?', 'apakah', 'presiden', 'jokowi', 'akan', 'hadiri', 'pelantikan', 'presiden', 'prabowo', '?', '?']","[(['tidak', 'dilantik'], 'tidak_dilantik'), (['dilantik', 'kira'], 'kira'), (['kira', 'ya'], 'ya'), (['ya', 'apa'], 'apa'), (['apa', 'kata'], 'kata'), (['kata', 'presiden'], 'presiden'), (['presiden', 'jokowi'], 'jokowi'), (['jokowi', '?'], '?'), (['?', 'apakah'], 'apakah'), (['apakah', 'presiden'], 'presiden'), (['presiden', 'jokowi'], 'jokowi'), (['jokowi', 'akan'], 'akan'), (['akan', 'hadiri'], 'hadiri'), (['hadiri', 'pelantikan'], 'pelantikan'), (['pelantikan', 'presiden'], 'presiden'), (['presiden', 'prabowo'], 'prabowo'), (['prabowo', '?'], '?')]",andaikan diputuskan oleh mk prabowo dilantik tgl oktober sbg presiden ri dan gibran tidak_dilantik kira kira ya apa kata presiden jokowi ? ? apakah presiden jokowi akan hadiri pelantikan presiden prabowo ? ?,"If it was decided by MK Prabowo to be inaugurated on October as President of the Republic of Indonesia and Gibran not to be inaugurated, what would President Jokowi say? ? Will President Jokowi attend President Prabowo's inauguration? ?",0.0,0.0,netral,2
Tetep ngotot kepingin berkuasa sampai gagalkan pelantikan Presiden dan Wakil Presiden Prabowo-Gibran maka terjadi perang saudara lalu,tetep ngotot kepingin berkuasa sampai gagalkan pelantikan presiden dan wakil presiden prabowo-gibran maka terjadi perang saudara lalu,tetep ngotot kepingin berkuasa sampai gagalkan pelantikan presiden dan wakil presiden prabowo gibran maka terjadi perang saudara lalu,"['tetep', 'ngotot', 'kepingin', 'berkuasa', 'sampai', 'gagalkan', 'pelantikan', 'presiden', 'dan', 'wakil', 'presiden', 'prabowo', 'gibran', 'maka', 'terjadi', 'perang', 'saudara', 'lalu']","['tetep', 'ngotot', 'kepingin', 'berkuasa', 'sampai', 'gagalkan', 'pelantikan', 'presiden', 'dan', 'wakil', 'presiden', 'prabowo', 'gibran', 'maka', 'terjadi', 'perang', 'saudara', 'lalu']",,tetep ngotot kepingin berkuasa sampai gagalkan pelantikan presiden dan wakil presiden prabowo gibran maka terjadi perang saudara lalu,"still insisting on being in power until the inauguration of the president and vice president Prabowo Gibran failed, then a civil war broke out",0.3,-0.5,negatif,0
 Jika doa mereka terkabul gibran di diskualifikasi prabowo ttp dilantik jd presiden tanpa wapres dan wapres akan diangkat melalui sidang umum MPR setelah pelantikan presiden. Ini fakta hukum bkn omon2.. , jika doa mereka terkabul gibran di diskualifikasi prabowo ttp dilantik jd presiden tanpa wapres dan wapres akan diangkat melalui sidang umum mpr setelah pelantikan presiden. ini fakta hukum bkn omon2.. ,jika doa mereka terkabul gibran di diskualifikasi prabowo ttp dilantik jd presiden tanpa wapres dan wapres akan diangkat melalui sidang umum mpr setelah pelantikan presiden ini fakta hukum bkn omon,"['jika', 'doa', 'mereka', 'terkabul', 'gibran', 'di', 'diskualifikasi', 'prabowo', 'ttp', 'dilantik', 'jd', 'presiden', 'tanpa', 'wapres', 'dan', 'wapres', 'akan', 'diangkat', 'melalui', 'sidang', 'umum', 'mpr', 'setelah', 'pelantikan', 'presiden', 'ini', 'fakta', 'hukum', 'bkn', 'omon']","['jika', 'doa', 'mereka', 'terkabul', 'gibran', 'di', 'diskualifikasi', 'prabowo', 'ttp', 'dilantik', 'jd', 'presiden', 'tanpa_wapres', 'dan', 'wapres', 'akan', 'diangkat', 'melalui', 'sidang', 'umum', 'mpr', 'setelah', 'pelantikan', 'presiden', 'ini', 'fakta', 'hukum', 'bkn', 'omon']","[(['tanpa', 'wapres'], 'tanpa_wapres'), (['wapres', 'dan'], 'dan'), (['dan', 'wapres'], 'wapres'), (['wapres', 'akan'], 'akan'), (['akan', 'diangkat'], 'diangkat'), (['diangkat', 'melalui'], 'melalui'), (['melalui', 'sidang'], 'sidang'), (['sidang', 'umum'], 'umum'), (['umum', 'mpr'], 'mpr'), (['mpr', 'setelah'], 'setelah'), (['setelah', 'pelantikan'], 'pelantikan'), (['pelantikan', 'presiden'], 'presiden'), (['presiden', 'ini'], 'ini'), (['ini', 'fakta'], 'fakta'), (['fakta', 'hukum'], 'hukum'), (['hukum', 'bkn'], 'bkn'), (['bkn', 'omon'], 'omon')]",jika doa mereka terkabul gibran di diskualifikasi prabowo ttp dilantik jd presiden tanpa_wapres dan wapres akan diangkat melalui sidang umum mpr setelah pelantikan presiden ini fakta hukum bkn omon,"if their prayers are answered, Gibran will be disqualified, Prabowo will still be appointed as president without vice president and the vice president will be appointed through the general session of the MPR after the presidential inauguration. This is a legal fact, not a statement.",0.35,0.125,positif,1
Lu pikir jokowi berkuasa sampai pilkada serentak? Lu pikir Prabowo dan orang2 dekatnya bakal bekerja dibawah kekuasaan joko setelah pelantikan presiden terpilih? Lu pikir gibran bisa lebih berkuasa dari Prabowo?,lu pikir jokowi berkuasa sampai pilkada serentak? lu pikir prabowo dan orang2 dekatnya bakal bekerja dibawah kekuasaan joko setelah pelantikan presiden terpilih? lu pikir gibran bisa lebih berkuasa dari prabowo?,lu pikir jokowi berkuasa sampai pilkada serentak? lu pikir prabowo dan orang dekatnya bakal bekerja dibawah kekuasaan joko setelah pelantikan presiden terpilih? lu pikir gibran bisa lebih berkuasa dari prabowo?,"['lu', 'pikir', 'jokowi', 'berkuasa', 'sampai', 'pilkada', 'serentak', '?', 'lu', 'pikir', 'prabowo', 'dan', 'orang', 'dekatnya', 'bakal', 'bekerja', 'dibawah', 'kekuasaan', 'joko', 'setelah', 'pelantikan', 'presiden', 'terpilih', '?', 'lu', 'pikir', 'gibran', 'bisa', 'lebih', 'berkuasa', 'dari', 'prabowo', '?']","['lu', 'pikir', 'jokowi', 'berkuasa', 'sampai', 'pilkada', 'serentak', '?', 'lu', 'pikir', 'prabowo', 'dan', 'orang', 'dekatnya', 'bakal', 'bekerja', 'dibawah', 'kekuasaan', 'joko', 'setelah', 'pelantikan', 'presiden', 'terpilih', '?', 'lu', 'pikir', 'gibran', 'bisa', 'lebih', 'berkuasa', 'dari', 'prabowo', '?']",,lu pikir jokowi berkuasa sampai pilkada serentak ? lu pikir prabowo dan orang dekatnya bakal bekerja dibawah kekuasaan joko setelah pelantikan presiden terpilih ? lu pikir gibran bisa lebih berkuasa dari prabowo ?,Do you think Jokowi will be in power until the simultaneous regional elections? Do you think Prabowo and his close associates will work under Joko's authority after the inauguration of the elected president? Do you think Gibran can be more powerful than Prabowo?,0.75,0.4,positif,1
Momen Menteri Pertahanan Prabowo Subianto @prabowo menghadiri acara saat Presiden RI Joko Widodo @jokowi melantik di Istana Negara Jakarta Jumat (5/4). Selain Menhan Prabowo turut hadir dalam acara pelantikan diantaranya Wakil Presiden ,momen menteri pertahanan prabowo subianto @prabowo menghadiri acara saat presiden ri joko widodo @jokowi melantik di istana negara jakarta jumat (5/4). selain menhan prabowo turut hadir dalam acara pelantikan diantaranya wakil presiden ,momen menteri pertahanan prabowo subianto menghadiri acara saat presiden ri joko widodo melantik di istana negara jakarta jumat selain menhan prabowo turut hadir dalam acara pelantikan diantaranya wakil presiden,"['momen', 'menteri', 'pertahanan', 'prabowo', 'subianto', 'menghadiri', 'acara', 'saat', 'presiden', 'ri', 'joko', 'widodo', 'melantik', 'di', 'istana', 'negara', 'jakarta', 'jumat', 'selain', 'menhan', 'prabowo', 'turut', 'hadir', 'dalam', 'acara', 'pelantikan', 'diantaranya', 'wakil', 'presiden']","['momen', 'menteri', 'pertahanan', 'prabowo', 'subianto', 'menghadiri', 'acara', 'saat', 'presiden', 'ri', 'joko', 'widodo', 'melantik', 'di', 'istana', 'negara', 'jakarta', 'jumat', 'selain', 'menhan', 'prabowo', 'turut', 'hadir', 'dalam', 'acara', 'pelantikan', 'diantaranya', 'wakil', 'presiden']",,momen menteri pertahanan prabowo subianto menghadiri acara saat presiden ri joko widodo melantik di istana negara jakarta jumat selain menhan prabowo turut hadir dalam acara pelantikan diantaranya wakil presiden,"The moment when Minister of Defense Prabowo Subianto attended the event when President Joko Widodo was inaugurated at the Jakarta State Palace on Friday, apart from Minister of Defense Prabowo, he was also present at the inauguration ceremony, including the Vice President",0.0,0.0,netral,2
Selain Menhan Prabowo turut hadir dalam acara pelantikan diantaranya Wakil Presiden RI Maruf Amin sejumlah Menteri Kabinet Indonesia Maju Panglima TNI dan Kapolri. ,selain menhan prabowo turut hadir dalam acara pelantikan diantaranya wakil presiden ri maruf amin sejumlah menteri kabinet indonesia maju panglima tni dan kapolri. ,selain menhan prabowo turut hadir dalam acara pelantikan diantaranya wakil presiden ri maruf amin sejumlah menteri kabinet indonesia maju panglima tni dan kapolri,"['selain', 'menhan', 'prabowo', 'turut', 'hadir', 'dalam', 'acara', 'pelantikan', 'diantaranya', 'wakil', 'presiden', 'ri', 'maruf', 'amin', 'sejumlah', 'menteri', 'kabinet', 'indonesia', 'maju', 'panglima', 'tni', 'dan', 'kapolri']","['selain', 'menhan', 'prabowo', 'turut', 'hadir', 'dalam', 'acara', 'pelantikan', 'diantaranya', 'wakil', 'presiden', 'ri', 'maruf', 'amin', 'sejumlah', 'menteri', 'kabinet', 'indonesia', 'maju', 'panglima', 'tni', 'dan', 'kapolri']",,selain menhan prabowo turut hadir dalam acara pelantikan diantaranya wakil presiden ri maruf amin sejumlah menteri kabinet indonesia maju panglima tni dan kapolri,"Apart from Minister of Defense Prabowo, he was also present at the inauguration ceremony, including Vice President RI Maruf Amin.",0.0,0.0,netral,2
Presiden indonesia Bapak Jokowi sedang Mengobrol santai dengan Presiden terpilih Bapak Prabowo Subianto di sela sela Pelantikan KASAU di Istana negara ,presiden indonesia bapak jokowi sedang mengobrol santai dengan presiden terpilih bapak prabowo subianto di sela sela pelantikan kasau di istana negara ,presiden indonesia bapak jokowi sedang mengobrol santai dengan presiden terpilih bapak prabowo subianto di sela sela pelantikan kasau di istana negara,"['presiden', 'indonesia', 'bapak', 'jokowi', 'sedang', 'mengobrol', 'santai', 'dengan', 'presiden', 'terpilih', 'bapak', 'prabowo', 'subianto', 'di', 'sela', 'sela', 'pelantikan', 'kasau', 'di', 'istana', 'negara']","['presiden', 'indonesia', 'bapak', 'jokowi', 'sedang', 'mengobrol', 'santai', 'dengan', 'presiden', 'terpilih', 'bapak', 'prabowo', 'subianto', 'di', 'sela', 'sela', 'pelantikan', 'kasau', 'di', 'istana', 'negara']",,presiden indonesia bapak jokowi sedang mengobrol santai dengan presiden terpilih bapak prabowo subianto di sela sela pelantikan kasau di istana negara,"Indonesian President Mr. Jokowi is chatting casually with the President-elect, Mr. Prabowo Subianto, on the sidelines of the inauguration of the rafters at the State Palace.",0.8666666666666667,-0.5000000000000001,negatif,0
 @Kimberley_PS08 @EnjangMusl91395 @prabowo Pelantikan hny simbolik doank Aslinya sdh jd presiden cuma nungguin Jokowi menuntaskan sisa kerjaannya , @kimberley_ps08 @enjangmusl91395 @prabowo pelantikan hny simbolik doank aslinya sdh jd presiden cuma nungguin jokowi menuntaskan sisa kerjaannya ,pelantikan hny simbolik doank aslinya sdh jd presiden cuma nungguin jokowi menuntaskan sisa kerjaannya,"['pelantikan', 'hny', 'simbolik', 'doank', 'aslinya', 'sdh', 'jd', 'presiden', 'cuma', 'nungguin', 'jokowi', 'menuntaskan', 'sisa', 'kerjaannya']","['pelantikan', 'hny', 'simbolik', 'doank', 'aslinya', 'sdh', 'jd', 'presiden', 'cuma', 'nungguin', 'jokowi', 'menuntaskan', 'sisa', 'kerjaannya']",,pelantikan hny simbolik doank aslinya sdh jd presiden cuma nungguin jokowi menuntaskan sisa kerjaannya,"The inauguration was only symbolic, but originally he was already president, just waiting for Jokowi to complete the rest of his work",0.7166666666666667,0.15833333333333333,positif,1
Mohon Pak @prabowo usahakan @BebasVisaID ke China utk paspor biasa WNI stlh pelantikan presiden. ,mohon pak @prabowo usahakan @bebasvisaid ke china utk paspor biasa wni stlh pelantikan presiden. ,mohon pak usahakan ke china utk paspor biasa wni stlh pelantikan presiden,"['mohon', 'pak', 'usahakan', 'ke', 'china', 'utk', 'paspor', 'biasa', 'wni', 'stlh', 'pelantikan', 'presiden']","['mohon', 'pak', 'usahakan', 'ke', 'china', 'utk', 'paspor', 'biasa', 'wni', 'stlh', 'pelantikan', 'presiden']",,mohon pak usahakan ke china utk paspor biasa wni stlh pelantikan presiden,"Please, sir, try to go to China for an ordinary citizen's passport after the presidential inauguration",0.5,-0.25,negatif,0
@Chavesz08 Pelantikan Presiden tgl 20 Oktober sekarang ini prabowo hanya pemenang hasil perhitungan KPU dan saat ini masih proses gugatan di MK ???????ÃÂ???????ÃÂ jadi jgn halu dulu ???ÃÂ ,@chavesz08 pelantikan presiden tgl 20 oktober sekarang ini prabowo hanya pemenang hasil perhitungan kpu dan saat ini masih proses gugatan di mk ???????ãâ???????ãâ jadi jgn halu dulu ???ãâ ,pelantikan presiden tgl oktober sekarang ini prabowo hanya pemenang hasil perhitungan kpu dan saat ini masih proses gugatan di mk ? ? jadi jgn halu dulu ?,"['pelantikan', 'presiden', 'tgl', 'oktober', 'sekarang', 'ini', 'prabowo', 'hanya', 'pemenang', 'hasil', 'perhitungan', 'kpu', 'dan', 'saat', 'ini', 'masih', 'proses', 'gugatan', 'di', 'mk', '?', '?', 'jadi', 'jgn', 'halu', 'dulu', '?']","['pelantikan', 'presiden', 'tgl', 'oktober', 'sekarang', 'ini', 'prabowo', 'hanya', 'pemenang', 'hasil', 'perhitungan', 'kpu', 'dan', 'saat', 'ini', 'masih', 'proses', 'gugatan', 'di', 'mk', '?', '?', 'jadi', 'jgn', 'halu', 'dulu', '?']",,pelantikan presiden tgl oktober sekarang ini prabowo hanya pemenang hasil perhitungan kpu dan saat ini masih proses gugatan di mk ? ? jadi jgn halu dulu ?,"The presidential inauguration is in October, currently Prabowo is only the winner as a result of the KPU's calculations and currently the lawsuit is still being processed at the Constitutional Court? ? So don't be shy yet?",0.575,-0.125,negatif,0
@PartaiSocmed 2 kali kalah tapi pak Prabowo 2 kali juga menghadiri pelantikan presiden terpilih. Kenapa pas jadi cawapres 2009 kok gak hadir? Ya karena bu capres gak mau hadir.. ,@partaisocmed 2 kali kalah tapi pak prabowo 2 kali juga menghadiri pelantikan presiden terpilih. kenapa pas jadi cawapres 2009 kok gak hadir? ya karena bu capres gak mau hadir.. ,kali kalah tapi pak prabowo kali juga menghadiri pelantikan presiden terpilih kenapa pas jadi cawapres kok gak hadir? ya karena bu capres gak mau hadir,"['kali', 'kalah', 'tapi', 'pak', 'prabowo', 'kali', 'juga', 'menghadiri', 'pelantikan', 'presiden', 'terpilih', 'kenapa', 'pas', 'jadi', 'cawapres', 'kok', 'gak', 'hadir', '?', 'ya', 'karena', 'bu', 'capres', 'gak', 'mau', 'hadir']","['kali', 'kalah', 'tapi', 'pak', 'prabowo', 'kali', 'juga', 'menghadiri', 'pelantikan', 'presiden', 'terpilih', 'kenapa', 'pas', 'jadi', 'cawapres', 'kok', 'gak', 'hadir', '?', 'ya', 'karena', 'bu', 'capres', 'gak', 'mau', 'hadir']",,kali kalah tapi pak prabowo kali juga menghadiri pelantikan presiden terpilih kenapa pas jadi cawapres kok gak hadir ? ya karena bu capres gak mau hadir,"You lost, but Pak Prabowo also attended the inauguration of the president-elect, why didn't he attend when he was vice presidential candidate? Yes, because the presidential candidate doesn't want to attend",0.0,0.0,netral,2
 @Trevor72372061 @ullinuha123 @ZulkifliLubis69 @KPU_ID @prabowo Haha pasti dong selama menunggu pelantikan presiden Anies pasti sambil bahagia dong soalnya menang telak sih kecuali  pki mereka pasti gila soalnya sekarang aja udah pada stress , @trevor72372061 @ullinuha123 @zulkiflilubis69 @kpu_id @prabowo haha pasti dong selama menunggu pelantikan presiden anies pasti sambil bahagia dong soalnya menang telak sih kecuali  pki mereka pasti gila soalnya sekarang aja udah pada stress ,haha pasti dong selama menunggu pelantikan presiden anies pasti sambil bahagia dong soalnya menang telak sih kecuali pki mereka pasti gila soalnya sekarang aja udah pada stress,"['haha', 'pasti', 'dong', 'selama', 'menunggu', 'pelantikan', 'presiden', 'anies', 'pasti', 'sambil', 'bahagia', 'dong', 'soalnya', 'menang', 'telak', 'sih', 'kecuali', 'pki', 'mereka', 'pasti', 'gila', 'soalnya', 'sekarang', 'aja', 'udah', 'pada', 'stress']","['haha', 'pasti', 'dong', 'selama', 'menunggu', 'pelantikan', 'presiden', 'anies', 'pasti', 'sambil', 'bahagia', 'dong', 'soalnya', 'menang', 'telak', 'sih', 'kecuali', 'pki', 'mereka', 'pasti', 'gila', 'soalnya', 'sekarang', 'aja', 'udah', 'pada', 'stress']",,haha pasti dong selama menunggu pelantikan presiden anies pasti sambil bahagia dong soalnya menang telak sih kecuali pki mereka pasti gila soalnya sekarang aja udah pada stress,"haha, of course, while waiting for President Anies' inauguration, he will definitely be happy because he won by a landslide, except for the PKI, they will definitely be crazy because right now they are already under stress.",0.6839285714285714,0.17142857142857143,positif,1
